State FIPS Code,County FIPS Code,County,Year,Labor Force Size,Employed,Unemployed,Unemployment Rate
39,69,Henry,1992,16238,14879,1359,8.4
39,71,Highland,1992,16996,15389,1607,9.5
39,73,Hocking,1992,11839,10613,1226,10.4
39,75,Holmes,1992,15314,14563,751,4.9
39,77,Huron,1992,29976,26037,3939,13.1
39,79,Jackson,1992,13348,12100,1248,9.3
39,81,Jefferson,1992,32354,29347,3007,9.3
39,83,Knox,1992,24836,23162,1674,6.7
39,85,Lake,1992,120629,111839,8790,7.3
39,87,Lawrence,1992,25644,23638,2006,7.8
39,89,Licking,1992,66701,62590,4111,6.2
39,91,Logan,1992,22318,20671,1647,7.4
39,93,Lorain,1992,137259,125117,12142,8.8
39,95,Lucas,1992,224368,204718,19650,8.8
39,97,Madison,1992,18749,17676,1073,5.7
39,99,Mahoning,1992,120209,108724,11485,9.6
39,101,Marion,1992,31660,28983,2677,8.5
39,103,Medina,1992,68100,63558,4542,6.7
39,105,Meigs,1992,8797,7685,1112,12.6
39,107,Mercer,1992,20240,18503,1737,8.6
39,109,Miami,1992,49108,45734,3374,6.9
39,111,Monroe,1992,6301,5532,769,12.2
39,113,Montgomery,1992,285494,266812,18682,6.5
39,115,Morgan,1992,5734,4981,753,13.1
39,117,Morrow,1992,13414,12216,1198,8.9
39,119,Muskingum,1992,40679,36478,4201,10.3
39,121,Noble,1992,5198,4596,602,11.6
39,123,Ottawa,1992,21301,18766,2535,11.9
39,125,Paulding,1992,9027,8385,642,7.1
39,127,Perry,1992,14354,12454,1900,13.2
39,129,Pickaway,1992,22397,21024,1373,6.1
39,131,Pike,1992,10097,8897,1200,11.9
39,133,Portage,1992,78447,72854,5593,7.1
39,135,Preble,1992,19896,18271,1625,8.2
39,137,Putnam,1992,17606,16297,1309,7.4
39,139,Richland,1992,61041,55361,5680,9.3
39,141,Ross,1992,31579,28623,2956,9.4
39,143,Sandusky,1992,31867,28766,3101,9.7
39,145,Scioto,1992,31651,27930,3721,11.8
39,147,Seneca,1992,29926,27120,2806,9.4
39,149,Shelby,1992,26343,24123,2220,8.4
39,151,Stark,1992,186701,171677,15024,8.0
39,153,Summit,1992,266253,247420,18833,7.1
39,155,Trumbull,1992,113160,101496,11664,10.3
39,157,Tuscarawas,1992,43276,39298,3978,9.2
39,159,Union,1992,16150,15087,1063,6.6
39,161,Van Wert,1992,16203,15139,1064,6.6
39,163,Vinton,1992,3978,3441,537,13.5
39,165,Warren,1992,62529,58627,3902,6.2
39,167,Washington,1992,31450,28851,2599,8.3
39,169,Wayne,1992,52128,48704,3424,6.6
39,171,Williams,1992,20948,19236,1712,8.2
39,173,Wood,1992,60294,56297,3997,6.6
39,175,Wyandot,1992,11417,10327,1090,9.5
40,1,Adair,1992,9571,9045,526,5.5
40,3,Alfalfa,1992,2699,2640,59,2.2
40,5,Atoka,1992,4770,4449,321,6.7
40,7,Beaver,1992,2931,2829,102,3.5
40,9,Beckham,1992,8857,8218,639,7.2
40,11,Blaine,1992,4857,4558,299,6.2
40,13,Bryan,1992,13434,12620,814,6.1
40,15,Caddo,1992,12125,11339,786,6.5
40,17,Canadian,1992,39708,38027,1681,4.2
40,19,Carter,1992,19850,18593,1257,6.3
40,21,Cherokee,1992,16125,14992,1133,7.0
40,23,Choctaw,1992,5936,5176,760,12.8
40,25,Cimarron,1992,1868,1827,41,2.2
40,27,Cleveland,1992,95137,91669,3468,3.6
40,29,Coal,1992,2462,2190,272,11.0
40,31,Comanche,1992,43075,40650,2425,5.6
40,33,Cotton,1992,2302,2174,128,5.6
40,35,Craig,1992,6608,6256,352,5.3
40,37,Creek,1992,29736,27849,1887,6.3
40,39,Custer,1992,13676,12992,684,5.0
40,41,Delaware,1992,13167,12382,785,6.0
40,43,Dewey,1992,2453,2358,95,3.9
40,45,Ellis,1992,1915,1801,114,6.0
40,47,Garfield,1992,26683,25706,977,3.7
40,49,Garvin,1992,11326,10424,902,8.0
40,51,Grady,1992,19078,17896,1182,6.2
40,53,Grant,1992,2544,2481,63,2.5
40,55,Greer,1992,2284,2217,67,2.9
40,57,Harmon,1992,1425,1362,63,4.4
40,59,Harper,1992,2065,2012,53,2.6
40,61,Haskell,1992,4359,3703,656,15.0
40,63,Hughes,1992,5476,4781,695,12.7
40,65,Jackson,1992,10221,9694,527,5.2
40,67,Jefferson,1992,3126,2921,205,6.6
40,69,Johnston,1992,4227,3982,245,5.8
40,71,Kay,1992,24012,22590,1422,5.9
40,73,Kingfisher,1992,6510,6221,289,4.4
40,75,Kiowa,1992,4849,4669,180,3.7
40,77,Latimer,1992,4126,3528,598,14.5
40,79,Le Flore,1992,17814,15990,1824,10.2
40,81,Lincoln,1992,14221,13404,817,5.7
40,83,Logan,1992,13348,12785,563,4.2
40,85,Love,1992,3750,3555,195,5.2
40,87,McClain,1992,11174,10655,519,4.6
40,89,McCurtain,1992,14777,13540,1237,8.4
40,91,McIntosh,1992,6646,6090,556,8.4
40,93,Major,1992,3777,3635,142,3.8
40,95,Marshall,1992,4922,4627,295,6.0
40,97,Mayes,1992,14532,13228,1304,9.0
40,99,Murray,1992,5749,5137,612,10.6
40,101,Muskogee,1992,29323,27172,2151,7.3
40,103,Noble,1992,5232,5016,216,4.1
40,105,Nowata,1992,4240,3952,288,6.8
40,107,Okfuskee,1992,4582,4190,392,8.6
40,109,Oklahoma,1992,306731,289355,17376,5.7
40,111,Okmulgee,1992,14834,13283,1551,10.5
40,113,Osage,1992,18946,18036,910,4.8
40,115,Ottawa,1992,13008,11956,1052,8.1
40,117,Pawnee,1992,6836,6201,635,9.3
40,119,Payne,1992,32911,31957,954,2.9
40,121,Pittsburg,1992,18049,15994,2055,11.4
40,123,Pontotoc,1992,15918,14782,1136,7.1
40,125,Pottawatomie,1992,26208,24615,1593,6.1
40,127,Pushmataha,1992,4596,4198,398,8.7
40,129,Roger Mills,1992,2011,1929,82,4.1
40,131,Rogers,1992,29403,27466,1937,6.6
40,133,Seminole,1992,10822,9771,1051,9.7
40,135,Sequoyah,1992,15627,14374,1253,8.0
40,137,Stephens,1992,18861,17501,1360,7.2
40,139,Texas,1992,8603,8306,297,3.5
40,141,Tillman,1992,4336,4052,284,6.5
40,143,Tulsa,1992,273243,258776,14467,5.3
40,145,Wagoner,1992,24734,23324,1410,5.7
40,147,Washington,1992,22680,21218,1462,6.4
40,149,Washita,1992,5268,5034,234,4.4
40,151,Woods,1992,4413,4322,91,2.1
40,153,Woodward,1992,8883,8311,572,6.4
41,1,Baker,1992,7236,6549,687,9.5
41,3,Benton,1992,36559,35082,1477,4.0
41,5,Clackamas,1992,165055,156038,9017,5.5
41,7,Clatsop,1992,16775,15368,1407,8.4
41,9,Columbia,1992,19617,17801,1816,9.3
41,11,Coos,1992,27439,24493,2946,10.7
41,13,Crook,1992,7366,6750,616,8.4
41,15,Curry,1992,8144,7417,727,8.9
41,17,Deschutes,1992,44741,41104,3637,8.1
41,19,Douglas,1992,42802,37755,5047,11.8
41,21,Gilliam,1992,1123,1078,45,4.0
41,23,Grant,1992,4434,3965,469,10.6
41,25,Harney,1992,3689,3330,359,9.7
41,27,Hood River,1992,9628,8645,983,10.2
41,29,Jackson,1992,77272,70952,6320,8.2
41,31,Jefferson,1992,7287,6681,606,8.3
41,33,Josephine,1992,27375,24691,2684,9.8
41,35,Klamath,1992,28116,25289,2827,10.1
41,37,Lake,1992,3787,3460,327,8.6
41,39,Lane,1992,147439,136741,10698,7.3
41,41,Lincoln,1992,20588,19130,1458,7.1
41,43,Linn,1992,45224,40882,4342,9.6
41,45,Malheur,1992,14635,13416,1219,8.3
41,47,Marion,1992,122728,114328,8400,6.8
41,49,Morrow,1992,3828,3430,398,10.4
41,51,Multnomah,1992,337249,313614,23635,7.0
41,53,Polk,1992,25936,24416,1520,5.9
41,55,Sherman,1992,1005,919,86,8.6
41,57,Tillamook,1992,10214,9521,693,6.8
41,59,Umatilla,1992,31038,28280,2758,8.9
41,61,Union,1992,12101,11111,990,8.2
41,63,Wallowa,1992,3692,3324,368,10.0
41,65,Wasco,1992,11595,10559,1036,8.9
41,67,Washington,1992,197726,186194,11532,5.8
41,69,Wheeler,1992,526,476,50,9.5
41,71,Yamhill,1992,34188,31868,2320,6.8
42,1,Adams,1992,42618,40142,2476,5.8
42,3,Allegheny,1992,660461,619849,40612,6.1
42,5,Armstrong,1992,31872,28451,3421,10.7
42,7,Beaver,1992,85372,78794,6578,7.7
42,9,Bedford,1992,23274,20769,2505,10.8
42,11,Berks,1992,178421,166686,11735,6.6
42,13,Blair,1992,62040,56532,5508,8.9
42,15,Bradford,1992,27704,25554,2150,7.8
42,17,Bucks,1992,304765,282628,22137,7.3
42,19,Butler,1992,78188,72814,5374,6.9
42,21,Cambria,1992,69591,62045,7546,10.8
42,23,Cameron,1992,2496,2247,249,10.0
42,25,Carbon,1992,27067,24196,2871,10.6
42,27,Centre,1992,62315,59524,2791,4.5
42,29,Chester,1992,209677,198660,11017,5.3
42,31,Clarion,1992,18548,16853,1695,9.1
42,33,Clearfield,1992,36008,32162,3846,10.7
42,35,Clinton,1992,17627,15913,1714,9.7
42,37,Columbia,1992,32248,29285,2963,9.2
42,39,Crawford,1992,39838,36158,3680,9.2
42,41,Cumberland,1992,112275,107436,4839,4.3
42,43,Dauphin,1992,132413,125468,6945,5.2
42,45,Delaware,1992,278325,259142,19183,6.9
42,47,Elk,1992,16830,15621,1209,7.2
42,49,Erie,1992,138721,128187,10534,7.6
42,51,Fayette,1992,56737,50811,5926,10.4
42,53,Forest,1992,2038,1781,257,12.6
42,55,Franklin,1992,62291,58628,3663,5.9
42,57,Fulton,1992,6529,6020,509,7.8
42,59,Greene,1992,15598,13759,1839,11.8
42,61,Huntingdon,1992,19836,17253,2583,13.0
42,63,Indiana,1992,38233,34058,4175,10.9
42,65,Jefferson,1992,21324,19162,2162,10.1
42,67,Juniata,1992,10385,9119,1266,12.2
42,69,Lackawanna,1992,106903,97501,9402,8.8
42,71,Lancaster,1992,228085,217374,10711,4.7
42,73,Lawrence,1992,41378,37123,4255,10.3
42,75,Lebanon,1992,62511,59217,3294,5.3
42,77,Lehigh,1992,153979,143328,10651,6.9
42,79,Luzerne,1992,160942,144531,16411,10.2
42,81,Lycoming,1992,57979,53066,4913,8.5
42,83,McKean,1992,21264,19366,1898,8.9
42,85,Mercer,1992,56373,51315,5058,9.0
42,87,Mifflin,1992,22676,20335,2341,10.3
42,89,Monroe,1992,48784,43530,5254,10.8
42,91,Montgomery,1992,377835,354558,23277,6.2
42,93,Montour,1992,8901,8386,515,5.8
42,95,Northampton,1992,126732,117442,9290,7.3
42,97,Northumberland,1992,45548,41261,4287,9.4
42,99,Perry,1992,22546,21141,1405,6.2
42,101,Philadelphia/city,1992,683079,619908,63171,9.2
42,103,Pike,1992,15494,14210,1284,8.3
42,105,Potter,1992,7941,7149,792,10.0
42,107,Schuylkill,1992,70626,63886,6740,9.5
42,109,Snyder,1992,18725,17386,1339,7.2
42,111,Somerset,1992,36394,32843,3551,9.8
42,113,Sullivan,1992,2568,2292,276,10.7
42,115,Susquehanna,1992,18768,16994,1774,9.5
42,117,Tioga,1992,18629,17216,1413,7.6
42,119,Union,1992,16907,15754,1153,6.8
42,121,Venango,1992,25386,23035,2351,9.3
42,123,Warren,1992,22641,20894,1747,7.7
42,125,Washington,1992,93573,86604,6969,7.4
42,127,Wayne,1992,19291,17278,2013,10.4
42,129,Westmoreland,1992,177747,164369,13378,7.5
42,131,Wyoming,1992,14637,13144,1493,10.2
42,133,York,1992,189733,177943,11790,6.2
44,1,Bristol,1992,26840,24354,2486,9.3
44,3,Kent,1992,90733,82621,8112,8.9
44,5,Newport,1992,43009,39310,3699,8.6
44,7,Providence,1992,308617,279309,29308,9.5
44,9,Washington,1992,61138,57017,4121,6.7
45,1,Abbeville,1992,12041,11129,912,7.6
45,3,Aiken,1992,62720,58583,4137,6.6
45,5,Allendale,1992,4903,4328,575,11.7
45,7,Anderson,1992,77135,72637,4498,5.8
45,9,Bamberg,1992,7670,6890,780,10.2
45,11,Barnwell,1992,10369,9055,1314,12.7
45,13,Beaufort,1992,38251,36489,1762,4.6
45,15,Berkeley,1992,59271,55945,3326,5.6
45,17,Calhoun,1992,6253,5805,448,7.2
45,19,Charleston,1992,147617,138674,8943,6.1
45,21,Cherokee,1992,23407,21928,1479,6.3
45,23,Chester,1992,16195,14274,1921,11.9
45,25,Chesterfield,1992,19872,18613,1259,6.3
45,27,Clarendon,1992,11925,10482,1443,12.1
45,29,Colleton,1992,15844,14108,1736,11.0
45,31,Darlington,1992,31989,28933,3056,9.6
45,33,Dillon,1992,13029,11645,1384,10.6
45,35,Dorchester,1992,40921,38801,2120,5.2
45,37,Edgefield,1992,9004,8433,571,6.3
45,39,Fairfield,1992,10920,9806,1114,10.2
45,41,Florence,1992,59547,55175,4372,7.3
45,43,Georgetown,1992,22312,20019,2293,10.3
45,45,Greenville,1992,176989,167353,9636,5.4
45,47,Greenwood,1992,31246,29095,2151,6.9
45,49,Hampton,1992,7870,7147,723,9.2
45,51,Horry,1992,81384,74830,6554,8.1
45,53,Jasper,1992,6721,6377,344,5.1
45,55,Kershaw,1992,23798,21598,2200,9.2
45,57,Lancaster,1992,29224,26513,2711,9.3
45,59,Laurens,1992,30090,28268,1822,6.1
45,61,Lee,1992,8298,7513,785,9.5
45,63,Lexington,1992,100078,95604,4474,4.5
45,65,McCormick,1992,3728,3372,356,9.5
45,67,Marion,1992,16783,14663,2120,12.6
45,69,Marlboro,1992,12659,11362,1297,10.2
45,71,Newberry,1992,17531,16155,1376,7.8
45,73,Oconee,1992,29301,26849,2452,8.4
45,75,Orangeburg,1992,40301,36460,3841,9.5
45,77,Pickens,1992,51251,48537,2714,5.3
45,79,Richland,1992,149856,142009,7847,5.2
45,81,Saluda,1992,8535,8016,519,6.1
45,83,Spartanburg,1992,121798,115619,6179,5.1
45,85,Sumter,1992,42841,39350,3491,8.1
45,87,Union,1992,15998,14627,1371,8.6
45,89,Williamsburg,1992,16543,14906,1637,9.9
45,91,York,1992,75662,70829,4833,6.4
46,3,Aurora,1992,1386,1339,47,3.4
46,5,Beadle,1992,9187,8900,287,3.1
46,7,Bennett,1992,1161,1099,62,5.3
46,9,Bon Homme,1992,3080,2998,82,2.7
46,11,Brookings,1992,14123,13854,269,1.9
46,13,Brown,1992,19524,18997,527,2.7
46,15,Brule,1992,2784,2690,94,3.4
46,17,Buffalo,1992,605,546,59,9.8
46,19,Butte,1992,3643,3468,175,4.8
46,21,Campbell,1992,933,909,24,2.6
46,23,Charles Mix,1992,4467,4286,181,4.1
46,25,Clark,1992,1948,1855,93,4.8
46,27,Clay,1992,6750,6666,84,1.2
46,29,Codington,1992,12747,12263,484,3.8
46,31,Corson,1992,1784,1354,430,24.1
46,33,Custer,1992,3701,3571,130,3.5
46,35,Davison,1992,9099,8818,281,3.1
46,37,Day,1992,3106,2966,140,4.5
46,39,Deuel,1992,2251,2155,96,4.3
46,41,Dewey,1992,2137,1865,272,12.7
46,43,Douglas,1992,1554,1515,39,2.5
46,45,Edmunds,1992,2094,2051,43,2.1
46,47,Fall River,1992,3378,3246,132,3.9
46,49,Faulk,1992,1241,1217,24,1.9
46,51,Grant,1992,4260,3994,266,6.2
46,53,Gregory,1992,2486,2405,81,3.3
46,55,Haakon,1992,1168,1123,45,3.9
46,57,Hamlin,1992,2287,2188,99,4.3
46,59,Hand,1992,2097,2029,68,3.2
46,61,Hanson,1992,1530,1493,37,2.4
46,63,Harding,1992,867,826,41,4.7
46,65,Hughes,1992,9098,8851,247,2.7
46,67,Hutchinson,1992,3973,3863,110,2.8
46,69,Hyde,1992,822,804,18,2.2
46,71,Jackson,1992,1192,1141,51,4.3
46,73,Jerauld,1992,1062,1037,25,2.4
46,75,Jones,1992,750,717,33,4.4
46,77,Kingsbury,1992,2732,2604,128,4.7
46,79,Lake,1992,5598,5430,168,3.0
46,81,Lawrence,1992,12062,11683,379,3.1
46,83,Lincoln,1992,8452,8253,199,2.4
46,85,Lyman,1992,2055,1976,79,3.8
46,87,McCook,1992,2772,2666,106,3.8
46,89,McPherson,1992,1496,1464,32,2.1
46,91,Marshall,1992,2195,2122,73,3.3
46,93,Meade,1992,10377,9965,412,4.0
46,95,Mellette,1992,810,761,49,6.0
46,97,Miner,1992,1445,1374,71,4.9
46,99,Minnehaha,1992,72417,70587,1830,2.5
46,101,Moody,1992,3438,3235,203,5.9
46,102,Oglala Lakota,1992,2590,2193,397,15.3
46,103,Pennington,1992,42340,40891,1449,3.4
46,105,Perkins,1992,2080,2026,54,2.6
46,107,Potter,1992,1586,1517,69,4.4
46,109,Roberts,1992,4889,4613,276,5.6
46,111,Sanborn,1992,1297,1261,36,2.8
46,115,Spink,1992,3484,3375,109,3.1
46,117,Stanley,1992,1500,1444,56,3.7
46,119,Sully,1992,911,880,31,3.4
46,121,Todd,1992,2532,2307,225,8.9
46,123,Tripp,1992,3353,3251,102,3.0
46,125,Turner,1992,3729,3613,116,3.1
46,127,Union,1992,6238,5965,273,4.4
46,129,Walworth,1992,2994,2902,92,3.1
46,135,Yankton,1992,10496,10286,210,2.0
46,137,Ziebach,1992,791,741,50,6.3
47,1,Anderson,1992,34820,32935,1885,5.4
47,3,Bedford,1992,15763,14601,1162,7.4
47,5,Benton,1992,7113,6526,587,8.3
47,7,Bledsoe,1992,3463,3170,293,8.5
47,9,Blount,1992,45056,42413,2643,5.9
47,11,Bradley,1992,38432,35825,2607,6.8
47,13,Campbell,1992,15236,13100,2136,14.0
47,15,Cannon,1992,5479,5170,309,5.6
47,17,Carroll,1992,13586,12562,1024,7.5
47,19,Carter,1992,24996,23319,1677,6.7
47,21,Cheatham,1992,14692,13972,720,4.9
47,23,Chester,1992,5820,5491,329,5.7
47,25,Claiborne,1992,11698,10955,743,6.4
47,27,Clay,1992,3578,3312,266,7.4
47,29,Cocke,1992,14919,12960,1959,13.1
47,31,Coffee,1992,19607,18423,1184,6.0
47,33,Crockett,1992,7100,6648,452,6.4
47,35,Cumberland,1992,16568,15077,1491,9.0
47,37,Davidson,1992,276639,263329,13310,4.8
47,39,Decatur,1992,4834,4311,523,10.8
47,41,DeKalb,1992,7640,7073,567,7.4
47,43,Dickson,1992,17501,16399,1102,6.3
47,45,Dyer,1992,16854,15432,1422,8.4
47,47,Fayette,1992,11469,10509,960,8.4
47,49,Fentress,1992,7004,6282,722,10.3
47,51,Franklin,1992,16420,15414,1006,6.1
47,53,Gibson,1992,22066,20274,1792,8.1
47,55,Giles,1992,13160,12218,942,7.2
47,57,Grainger,1992,8555,7905,650,7.6
47,59,Greene,1992,28349,24980,3369,11.9
47,61,Grundy,1992,4996,4341,655,13.1
47,63,Hamblen,1992,27380,25240,2140,7.8
47,65,Hamilton,1992,142536,134623,7913,5.6
47,67,Hancock,1992,2356,2170,186,7.9
47,69,Hardeman,1992,9482,8664,818,8.6
47,71,Hardin,1992,10775,9605,1170,10.9
47,73,Hawkins,1992,21723,20420,1303,6.0
47,75,Haywood,1992,8766,7676,1090,12.4
47,77,Henderson,1992,11407,10471,936,8.2
47,79,Henry,1992,13310,12330,980,7.4
47,81,Hickman,1992,8041,7387,654,8.1
47,83,Houston,1992,3258,2816,442,13.6
47,85,Humphreys,1992,6638,5756,882,13.3
47,87,Jackson,1992,4124,3786,338,8.2
47,89,Jefferson,1992,18019,16420,1599,8.9
47,91,Johnson,1992,7152,6544,608,8.5
47,93,Knox,1992,183912,175550,8362,4.5
47,95,Lake,1992,2710,2522,188,6.9
47,97,Lauderdale,1992,9439,8518,921,9.8
47,99,Lawrence,1992,19717,18182,1535,7.8
47,101,Lewis,1992,4579,4241,338,7.4
47,103,Lincoln,1992,14428,13572,856,5.9
47,105,Loudon,1992,17232,16257,975,5.7
47,107,McMinn,1992,20279,18385,1894,9.3
47,109,McNairy,1992,11201,10253,948,8.5
47,111,Macon,1992,8669,8139,530,6.1
47,113,Madison,1992,40219,37764,2455,6.1
47,115,Marion,1992,11698,10680,1018,8.7
47,117,Marshall,1992,11675,10979,696,6.0
47,119,Maury,1992,31207,28590,2617,8.4
47,121,Meigs,1992,3942,3414,528,13.4
47,123,Monroe,1992,13891,12352,1539,11.1
47,125,Montgomery,1992,42129,39514,2615,6.2
47,127,Moore,1992,2659,2536,123,4.6
47,129,Morgan,1992,6945,6249,696,10.0
47,131,Obion,1992,14340,12971,1369,9.5
47,133,Overton,1992,8641,7886,755,8.7
47,135,Perry,1992,2909,2636,273,9.4
47,137,Pickett,1992,2039,1886,153,7.5
47,139,Polk,1992,6340,5706,634,10.0
47,141,Putnam,1992,27003,25132,1871,6.9
47,143,Rhea,1992,10508,9431,1077,10.2
47,145,Roane,1992,20572,18821,1751,8.5
47,147,Robertson,1992,22044,20621,1423,6.5
47,149,Rutherford,1992,68309,65030,3279,4.8
47,151,Scott,1992,7735,6511,1224,15.8
47,153,Sequatchie,1992,4471,4040,431,9.6
47,155,Sevier,1992,29796,26988,2808,9.4
47,157,Shelby,1992,398231,375127,23104,5.8
47,159,Smith,1992,7821,7371,450,5.8
47,161,Stewart,1992,4111,3695,416,10.1
47,163,Sullivan,1992,72176,68517,3659,5.1
47,165,Sumner,1992,56340,52777,3563,6.3
47,167,Tipton,1992,17279,16040,1239,7.2
47,169,Trousdale,1992,2730,2494,236,8.6
47,171,Unicoi,1992,7966,7134,832,10.4
47,173,Union,1992,6542,6236,306,4.7
47,175,Van Buren,1992,2305,2103,202,8.8
47,177,Warren,1992,17890,16410,1480,8.3
47,179,Washington,1992,48060,45461,2599,5.4
47,181,Wayne,1992,7462,6876,586,7.9
47,183,Weakley,1992,17697,16906,791,4.5
47,185,White,1992,9983,8979,1004,10.1
47,187,Williamson,1992,45975,44240,1735,3.8
47,189,Wilson,1992,37047,35116,1931,5.2
48,1,Anderson,1992,18579,17153,1426,7.7
48,3,Andrews,1992,6339,5825,514,8.1
48,5,Angelina,1992,33640,31067,2573,7.6
48,7,Aransas,1992,7859,7380,479,6.1
48,9,Archer,1992,3759,3613,146,3.9
48,11,Armstrong,1992,1072,1029,43,4.0
48,13,Atascosa,1992,14280,13076,1204,8.4
48,15,Austin,1992,9671,9258,413,4.3
48,17,Bailey,1992,3804,3556,248,6.5
48,19,Bandera,1992,6371,6161,210,3.3
48,21,Bastrop,1992,19696,18813,883,4.5
48,23,Baylor,1992,1852,1779,73,3.9
48,25,Bee,1992,9474,8430,1044,11.0
48,27,Bell,1992,79610,74030,5580,7.0
48,29,Bexar,1992,587944,550014,37930,6.5
48,31,Blanco,1992,2983,2865,118,4.0
48,33,Borden,1992,381,364,17,4.5
48,35,Bosque,1992,6052,5704,348,5.8
48,37,Bowie,1992,39480,35732,3748,9.5
48,39,Brazoria,1992,102853,95468,7385,7.2
48,41,Brazos,1992,64157,62282,1875,2.9
48,43,Brewster,1992,4230,4136,94,2.2
48,45,Briscoe,1992,977,937,40,4.1
48,47,Brooks,1992,3054,2662,392,12.8
48,49,Brown,1992,15578,14155,1423,9.1
48,51,Burleson,1992,6992,6612,380,5.4
48,53,Burnet,1992,9675,9029,646,6.7
48,55,Caldwell,1992,12196,11647,549,4.5
48,57,Calhoun,1992,9999,9191,808,8.1
48,59,Callahan,1992,5523,5229,294,5.3
48,61,Cameron,1992,113739,96987,16752,14.7
48,63,Camp,1992,4960,4355,605,12.2
48,65,Carson,1992,3392,3214,178,5.2
48,67,Cass,1992,14453,12609,1844,12.8
48,69,Castro,1992,4074,3800,274,6.7
48,71,Chambers,1992,9993,9375,618,6.2
48,73,Cherokee,1992,18898,17504,1394,7.4
48,75,Childress,1992,3050,2835,215,7.0
48,77,Clay,1992,4714,4483,231,4.9
48,79,Cochran,1992,1894,1745,149,7.9
48,81,Coke,1992,1412,1354,58,4.1
48,83,Coleman,1992,3668,3374,294,8.0
48,85,Collin,1992,173407,164331,9076,5.2
48,87,Collingsworth,1992,1779,1693,86,4.8
48,89,Colorado,1992,8375,7984,391,4.7
48,91,Comal,1992,27881,26375,1506,5.4
48,93,Comanche,1992,6297,5978,319,5.1
48,95,Concho,1992,1459,1411,48,3.3
48,97,Cooke,1992,15471,14495,976,6.3
48,99,Coryell,1992,18299,17159,1140,6.2
48,101,Cottle,1992,919,851,68,7.4
48,103,Crane,1992,2268,2091,177,7.8
48,105,Crockett,1992,1944,1793,151,7.8
48,107,Crosby,1992,3293,3029,264,8.0
48,109,Culberson,1992,1538,1423,115,7.5
48,111,Dallam,1992,2862,2760,102,3.6
48,113,Dallas,1992,1095888,1014557,81331,7.4
48,115,Dawson,1992,5899,5474,425,7.2
48,117,Deaf Smith,1992,9166,8369,797,8.7
48,119,Delta,1992,2099,1953,146,7.0
48,121,Denton,1992,178341,169145,9196,5.2
48,123,DeWitt,1992,8082,7595,487,6.0
48,125,Dickens,1992,1036,973,63,6.1
48,127,Dimmit,1992,4153,3321,832,20.0
48,129,Donley,1992,1570,1497,73,4.6
48,131,Duval,1992,4490,3833,657,14.6
48,133,Eastland,1992,7850,7302,548,7.0
48,135,Ector,1992,59966,54113,5853,9.8
48,137,Edwards,1992,913,850,63,6.9
48,139,Ellis,1992,45045,41756,3289,7.3
48,141,El Paso,1992,272951,240990,31961,11.7
48,143,Erath,1992,14251,13627,624,4.4
48,145,Falls,1992,7205,6835,370,5.1
48,147,Fannin,1992,11322,10322,1000,8.8
48,149,Fayette,1992,10276,9966,310,3.0
48,151,Fisher,1992,2025,1877,148,7.3
48,153,Floyd,1992,3772,3496,276,7.3
48,155,Foard,1992,963,952,11,1.1
48,157,Fort Bend,1992,134877,128602,6275,4.7
48,159,Franklin,1992,3606,3279,327,9.1
48,161,Freestone,1992,7482,6978,504,6.7
48,163,Frio,1992,7624,6517,1107,14.5
48,165,Gaines,1992,6796,6427,369,5.4
48,167,Galveston,1992,121618,110715,10903,9.0
48,169,Garza,1992,2526,2389,137,5.4
48,171,Gillespie,1992,9087,8860,227,2.5
48,173,Glasscock,1992,614,594,20,3.3
48,175,Goliad,1992,2745,2584,161,5.9
48,177,Gonzales,1992,7851,7423,428,5.5
48,179,Gray,1992,11016,10308,708,6.4
48,181,Grayson,1992,46021,42322,3699,8.0
48,183,Gregg,1992,56394,50628,5766,10.2
48,185,Grimes,1992,7936,7457,479,6.0
48,187,Guadalupe,1992,33474,32059,1415,4.2
48,189,Hale,1992,17244,16137,1107,6.4
48,191,Hall,1992,2011,1853,158,7.9
48,193,Hamilton,1992,3597,3470,127,3.5
48,195,Hansford,1992,2652,2556,96,3.6
48,197,Hardeman,1992,2101,1995,106,5.0
48,199,Hardin,1992,21120,19507,1613,7.6
48,201,Harris,1992,1617325,1497952,119373,7.4
48,203,Harrison,1992,26556,23894,2662,10.0
48,205,Hartley,1992,1966,1919,47,2.4
48,207,Haskell,1992,2967,2839,128,4.3
48,209,Hays,1992,35942,34558,1384,3.9
48,211,Hemphill,1992,1897,1800,97,5.1
48,213,Henderson,1992,25636,23387,2249,8.8
48,215,Hidalgo,1992,172589,133829,38760,22.5
48,217,Hill,1992,12969,11765,1204,9.3
48,219,Hockley,1992,11551,10848,703,6.1
48,221,Hood,1992,13927,12755,1172,8.4
48,223,Hopkins,1992,14998,13758,1240,8.3
48,225,Houston,1992,8522,8049,473,5.6
48,227,Howard,1992,14172,13228,944,6.7
48,229,Hudspeth,1992,1226,1188,38,3.1
48,231,Hunt,1992,32723,29847,2876,8.8
48,233,Hutchinson,1992,11132,10232,900,8.1
48,235,Irion,1992,948,908,40,4.2
48,237,Jack,1992,3226,3043,183,5.7
48,239,Jackson,1992,5849,5524,325,5.6
48,241,Jasper,1992,13823,12176,1647,11.9
48,243,Jeff Davis,1992,1007,962,45,4.5
48,245,Jefferson,1992,121294,110564,10730,8.8
48,247,Jim Hogg,1992,2071,1805,266,12.8
